SMILES,ID
O=C(O)CSc1nc2cc(-c3ccc(-c4ccccc4O)cc3)c(Cl)cc2[nH]1,7ade588866
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5CCNCC5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,e9ad6ebb5e
COC(=O)c1c(CN(CC#N)S(=O)(=O)c2ccc(C)cc2)n(S(=O)(=O)c2ccccc2)c2ncccc12,0a3ac88398
CC(C)OC(=O)c1sc(Cl)nc1C(F)(F)F,cc071a035c
O=c1c(-n2ccnc2)c[nH]n1-c1cc(N2CCC(F)(F)C2)ncn1,88f570e878
O=C1C(=O)c2ccccc2C2=C1SCC1(CCN(CC3CCCO3)CC1)O2,43cdfb5d22
Cc1cc(Cl)nc(N2CC[C@@H](F)C2)c1[N+](=O)[O-],0f3d4b1433
COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1OCc1ccc(S(C)(=O)=O)cc1,001739df79
Cc1cc(Br)c2c3c1N(C)CC3CN(C(=O)OC(C)(C)C)CC2,62588a5862
CCc1cnc(N2CCC([C@H]3Cc4cc(C5=CCN(S(C)(=O)=O)CC5)ncc4O3)CC2)nc1,248d596ed3
COc1ccccc1N1CCN(Cc2c(C3CC3)nn(-c3ccccc3)c2N)CC1,2d7333aea5
CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])nc2)cc1,404fc12e5e
COc1ccc(C(NC2=N[C@](C)(c3cc(Nc4ccccc4OC)ccc3F)[C@@H](F)CO2)(c2ccccc2)c2ccc(OC)cc2)cc1,b1f6c23247
COc1ccc([C@H]2SC=C(c3ccccc3)N(CCN(C)C)C(=O)[C@H]2O)cc1,547386f0e0
CCCCN1CCCC(Nc2ccc(-n3ccnc3)cc2C)C1,5d2d10ef6b
CCOC(=O)CC1OB(O)c2cc(Oc3cccc(CN4CCN(C(=O)OC(C)(C)C)CC4)c3)ccc21,4d00dd2e61
COc1ccc(-c2c(F)ccc3c2/C(=C/c2[nH]cnc2C)C(=O)N3)c(OC)c1,b152fff6fa
Cc1cc2c(ccc3nnc(C)n32)n1Cc1ccccn1,70d635c5af
CC(C)(C)OC(=O)N1CCC[C@@H]1COc1cccc(CO[Si](C)(C)C(C)(C)C)n1,9b13278fda
COc1ccccc1[C@H](c1cccc2ccccc12)[C@@](C)(C#N)C(=O)N1CCN(CCN2CCOCC2)CC1,4967a6f71d
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)N(C)C)c34)cc2C)cn1,7fa1fa919c
CC(C)=Cc1ccc2c(c1)OCO2,c828afd4f6
CC(C)(C)OC(=O)N1CCC(CCOc2ccc(C(=O)OCc3ccccc3)cc2)CC1,d2be8ae7b6
CCc1ccc(-c2coc3ncnc(O[C@H](C)CCCCC(=O)OC(C)(C)C)c23)cc1,011d893221
O=c1c2cc(C(F)(F)F)ccc2ccn1-c1cncc(F)c1,d786a59a97
CCOC(=O)c1sc(Cl)nc1-c1nnco1,460708faf1
CCCS(=O)(=O)c1cc(OCCCCCCc2cccc(OCCCC(=O)OCC)c2CCC(=O)OCC)cc(-c2ccsc2)c1,eab70e74e9
O=C(N[C@@H]1CN(C(=O)OCc2ccccc2)CC[C@H]1C1CCCCC1)Oc1ccc([N+](=O)[O-])cc1,e17c5b2a9f
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NC(C)=O)[C@H](N=[N+]=[N-])[C@@H]1OS(C)(=O)=O,3013d7f742
CNc1ccc(C(=O)Nc2ccc(Br)cc2)cc1[N+](=O)[O-],3e50ec12be
CC(=O)N1c2ccc(NC(=O)c3cccc(C)c3-c3ccccc3)cc2C(C)(c2ccccc2)CC1(C)C,788f470d1f
NCCOc1ccc(-c2cnoc2)cc1,22385b9ee9
C=C(OCC)c1ncccc1[N+](=O)[O-],a258791f3b
CN(Cc1cccc(-c2ccc(CC3SC(=O)NC3=O)cc2)c1)C(=O)c1ccno1,07e2b0a555
COc1ccccc1N1CCN([C@@H]2CC[C@@H](c3ccc(C)cc3C)CC2)CC1,8267df8331
CCOC(=O)c1sc(N)nc1-c1cccc(C#N)c1,2978860bab
C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC1CCCC1,9aa9e1db3e
Cc1cc(OCC2CCN(C(=O)OC(C)(C)C)CC2)cc(OS(=O)(=O)c2ccccc2)c1,b708c56fa1
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](CCO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C,b47ef6cd29
COC(=O)Cc1cc(OCc2ccc(F)cc2)ccc1CO,ace0aaaec5
Cc1cc(O)c2c3c(oc(=O)c2c1)C(=O)c1c(O)cccc1C3=O,27bdeb6217
CCOC(=O)c1ncc2[nH]c3ccc(N)cc3c2c1C,5403b119eb
O=C(c1cccc(F)c1)N1CC2CC2(c2ccc(Cl)cc2)C1,4ff4a996b7
CC(C)(C)OC(=O)N1CCN(c2nccc3ccc(Sc4ccccc4C(C)(C)C)cc23)CC1,f6c700d84c
COc1cc2ncnc(Nc3nc4ccc(NC(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)cc4s3)c2cc1OC,e1e29fa140
O=C(Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,729015afe6
Cc1nc2cccnc2n(-c2cccc(N)c2)c1=O,3b05128813
O=C(O)[C@H](CCc1ccccc1)NS(=O)(=O)c1ccc2c(c1)Sc1ccccc1O2,a4d95445fc
O=Cc1csc2ccncc12,a57f4fd29d
O=C1CCN(Cc2ccc(Cl)cc2)CC1,9d2945fd11
c1cnc2c(c1)CC[C@H]1CCCN(Cc3cn4c(N5CCOCC5)cccc4n3)[C@@H]21,0118da40f6
COc1ccc(CN2CCN(c3cc(Cl)cc(Cl)c3)CC2COCc2ccc([N+](=O)[O-])cc2)cc1OC,3c0b8b31d1
NCCn1cc(C(=O)N2CCC(c3cccc4c3OCC4)CC2)c2ccc(Cl)cc21,02c5666458
Oc1ccc2c(c1)CCN2,83c07b6f19
CCOC(=O)CCCC1Cc2ccccc2N(CCCN(C)C)c2ccccc21,61e7410acc
N#Cc1csc(N2C(=O)C(Cc3ccccc3)NC2=S)n1,2d965300e1
CC(C)(C)OC(=O)c1ccccc1[N+](=O)[O-],030b1a8c91
O=C(N[C@@H]1CC[C@@H](CCN2CCC(Oc3ccc(F)cc3F)CC2)CC1)c1ccnc2ccccc12,443dc1270a
Cc1cc(OCCC(=O)OC(C)(C)C)cc2c1C(CC(=O)O)OB2O,040d1ede6b
Cc1nnc(-c2ccccc2F)n2nc(OCc3ncnn3C)c(Br)c12,3377e4b724
CCN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc(Cl)cn2)CC1,54cfda0c39
CCS(=O)(=O)N[C@@H]1CCOC[C@H]1c1ccc(-c2ccccc2)cc1,af1c87aede
COCCN(C(=O)c1ccc(Cl)cc1Cl)c1cc(C#CC(C)(C)C)sc1C(=O)OC,abc1b2e984
COc1cc(C(=O)NC2COC2)ccc1Nc1nc(OC2(C)CCC2)c2c(-c3ccc4nc(C)oc4c3)cn(COCC[Si](C)(C)C)c2n1,bc74aecc01
C#CCC(CC#C)C(=O)OC,92966150b2
CCc1c(OCCCC(=O)O)cccc1-c1noc(-c2ccc(OC(C)C)c(Cl)c2)n1,6df3834e9e
COc1ccccc1-c1cncc(N2CC3CC4CC2CN(C4)C3)c1,aa135bbb32
CN(C)c1ccc(CNC2CCN(C(=O)OC(C)(C)C)CC2)cc1[N+](=O)[O-],6fcaf2b660
O=[N+]([O-])c1cc(I)ccc1Nc1cccc(-c2ccccn2)c1,8b857c8fd9
O=C1OCCN1CCN1CCN(C2Cc3cc(C(F)(F)F)ccc3Sc3ccccc32)CC1,ee08df2cc9
CC(C)(C)OC(=O)N1CC[C@@H](N)[C@@H](C(=O)N2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,2c308b12ba
CCCC(C(=O)OC)c1c(C)nc(-c2cccc3ncccc23)nc1-c1ccc(C)cc1,6b79e76a35
N#Cc1ccc(OCCCN2CCCCC2)cc1C(F)(F)F,7f926aaf96
CC(C)CCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,3f29e2e61f
NC(=O)c1cccc2[nH]c(C(F)(F)Cl)nc12,4477af124d
COC(=O)c1ccc(CCCN2C(=O)CCC2CCC(Cc2cccc(Oc3ccccc3)c2)O[Si](C)(C)C(C)(C)C)cc1,80691a921c
O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2,fd52d631bb
COC(=O)CC1CCN(C(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCC(F)(F)CC2)CC1,0e5be92d82
CC(C)(C)OC(=O)N1CCN(c2ncncc2Cl)CC1,8e7fa5c770
C#CCSc1ccccc1C(=O)O,a30315b105
C=CC[C@H](C)Oc1cc(F)c(F)cc1C=O,ed639a28d9
CC[C@@H](C(N)=O)N1CNCC1=O,7f72d8175d
Oc1ccc2cc(-c3cnc(-c4ccccc4)o3)ccc2c1,c5dc8df595
Nc1ccc(CCN2CCCC(Cc3ccccc3)C2)cc1,7c2e78c0fa
N[C@H](Cc1c[nH]c2ccccc12)c1nc(-c2ccc(F)cc2)c[nH]1,38430f5e06
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)cn(CC3(NC(=O)OC(C)(C)C)COC(C)(C)OC3)c2c1,8a52c3538c
CC(=O)NCCCS(=O)(=O)OCC(C)(C)[C@@H](O[Si](C)(C)C(C)(C)C)C(=O)OCc1oc(=O)oc1C,24d04cbc66
CCc1cccc(Oc2nc(C(=O)NC(C)c3cc(F)c(NS(C)(=O)=O)c(F)c3)co2)c1,40d64826fe
COc1cc(OC)c2c3c(c(=O)oc2c1)CN(CCN1CCCCC1)CC3,8e14ecc83d
CCOC(OCC)c1cc2ccc(C(=O)N[C@H]3CN4CCC3CC4)cc2o1,588d9304a9
Cc1ccccc1C(/N=C/c1ccccn1)c1ccccc1C,7c9a991e6a
c1ccc(Nc2c[nH]c3ncccc23)cc1,249ceea4a2
COc1ccc(Cn2cc(-c3ccnc4[nH]ccc34)c(-c3ccc(NC(=O)Nc4ccccc4)cc3)n2)cc1,1598e529f9
CCCCN(CCCC)C(=O)c1ncn(C)c1-c1ccc(C(=O)OC)cc1C(=O)N1CCc2ccccc2C1,62680809d0
CCc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,af7d3200e7
O=C(COc1cccc(CCNC(=O)OCc2ccccc2)c1)Nc1nnn[nH]1,b5c4b2d3c6
C[C@@H](CO)Oc1cc(Oc2cc(F)c(S(C)(=O)=O)cc2F)cc(C(=O)Nc2ccn(C)n2)c1,d3b689f099
OC(CC1CCN(CC2CC2)CC1)(c1ccccc1)c1ccc(F)cc1,89f75a4150
COc1ccc2c(c1)CCNC2c1ccc(OCc2ccccc2)cc1,5ebea288f8
COCN1c2cc(CN)ccc2Sc2nccnc21,ba1ea318db
CN(Cc1cn2c(N3CC[C@@H](N)C3)cccc2n1)[C@H]1CCCc2cccnc21,9681443f5f
Nc1nnc(C(=O)NC2CC2)s1,a4852204d6
C=C(C)OC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc2ncccc2c1,bafc8082fd
O=C1NC(=O)C(=Cc2cccs2)S1,83fec6fce5
CC(C)NC[C@@H](Cc1ccccc1)Nc1nccc(N(C)c2ccnc(-c3ccccc3)n2)n1,7b45ecd9d2
CC(=O)N1CCC(Nc2nccc(N3CCOc4cnc(-c5ccccc5)nc43)n2)CC1,157a48590a
COc1ccc(C#N)cc1N1CCC2(CC1)OCCO2,455493a37f
O=[N+]([O-])c1ccccc1OCc1csc(-c2ccccc2)n1,5eb3dec64c
COC(=O)c1cc(-c2nc(COc3ccc(COc4nn(-c5ccccc5)cc4C=O)cc3OC)c(C)o2)ccc1C,84aae96d88
CC1(C)CNC[C@H]1O,5b569569e7
OC1CCc2ccccc21,353372e694
CC1(C)OB(c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)OC1(C)C,2e8873237b
CC1(C)COc2cc(C(=O)O)ccc21,e31a7b310f
CC(C)(Br)C(=O)N(Nc1ccccc1[N+](=O)[O-])C1C2CC3CC(C2)CC1C3,aeb848d8b0
CC(C)(C)C(=O)OC[C@H]1O[C@@H](Oc2n[nH]c3nccc(CCc4ccc(OCCCOS(C)(=O)=O)cc4)c23)[C@H](OC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@@H]1OC(=O)C(C)(C)C,1259c311a1
O=C(c1cccnc1)N(Cc1cc(=O)[nH]c2c(F)cccc12)c1cccc(Cl)c1,02f5ed6f4d
N=C(NC(=O)c1c(F)cncc1C1CCC1)c1ccnc2[nH]c3ncc(F)cc3c12,6ab109d700
O=C(OC[C@H]1O[C@H](OC(=O)c2ccccc2)C(=O)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,b198139896
CN(Cc1ccccc1C#N)S(C)(=O)=O,2d92046f08
NC(=O)[C@@H]1CNCCN1c1ccc2c(c1)OCCn1cc(-c3ncnn3CC(F)(F)F)nc1-2,c9305225d4
CN[C@@H](C)C(=O)N[C@H](C(=O)N1c2ncccc2C[C@H]1CNC(=O)c1ccccc1)C(C)C,3bb5c2ff92
NNC(=O)C1CCCN(C(=O)c2ccc(F)cc2)C1,c2a42ec6bf
OCCCC(COc1ccc(F)cc1)OCc1ccccc1,dc7ace6d7d
CC(C)Cc1nn2ccccc2c1-c1ccnc(S(C)=O)n1,58bf80184b
NCCCNc1ccc(-c2cc(=O)c3c(N)c(F)cc(F)c3o2)cc1F,dcd7ae8348
COCCOCCNC(=O)[C@@H](N)C(C)(C)C,bf90cd299c
COc1ccc2cc(C(C)C#N)ccc2c1,ece871763c
CC(C)CN1C(=O)C(O)(CC(=O)c2ccccn2)c2cc(Cl)ccc21,7d9bef4c07
CC(C)(C)OC(=O)Nc1ccc(O)cc1C(=O)O,98c66898f6
O=Cc1ccc(-c2ccc3oc(Cc4ccccc4)cc3c2)c(F)c1,b556b9f24e
CC(C)(C)OC(=O)N1CCC(O)(CC2CO2)CC1,c2e79010f3
CCOC(=O)c1c(Oc2ccc([N+](=O)[O-])cc2)cc(C(F)(F)F)nc1C(F)(F)F,f242769d3a
Cc1ccc(S(=O)(=O)OCC2Cc3cccc(-c4ccc(F)cc4)c3O2)cc1,aed6235ff8
COC(=O)c1ccc(C(=O)NC2CCCN(c3cc(Nc4ccc(OC)c(OC)n4)c4nccn4n3)C2)cc1,eff4f6ab6f
O=c1[nH]nc(Sc2ccncc2)c2ccccc12,47e8364aeb
O=S(=O)(c1ccc2cc(-c3ccc(F)cc3)ccc2c1)c1sccc1CO,bd8488d02b
O=C[C@@H]1CN(C(=O)OCc2ccccc2)CCN1C(c1ccccc1)(c1ccccc1)c1ccccc1,9cb9d2e378
Cc1oc(=O)oc1CBr,f4ccb6f6c7
CCCC(C)C(=O)NC(=S)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,ccb1752238
COc1ccc(NC(=O)OC(C)(C)C)c(NC(=O)CC(=O)c2cccc(-c3ccncc3)c2)c1,7b88a938b6
CC(C)(O)CCCOCCC1CC2C(=O)CCCC2(C)C1(C)C,d32c62b364
Cc1c(-c2nc(-c3ccc(OC(C)C)c(Cl)c3)no2)nc2n1CCN(CC(=O)OC(C)(C)C)C2,6d0e3948c1
CCn1ccc(-c2cc(C(=O)O)nn2-c2ccc(C)nc2)c1,e8d3b5c9a3
